order_id,order_date,state,zone,category,brand_type,customer_gender,customer_age,base_price,discount_percent,final_price,units_sold,revenue,sales_event,competition_intensity,inventory_pressure,Age_Group,Discount_Category,Profit
ORD0009796,2023-12-31,Tamil Nadu,South,Grocery Essentials,Mass,Female,19,286.19,65.0,100.17,112,11219.04,Festival,Medium,High,18-25,High Discount,11118.87
ORD0009797,2023-12-31,Chhattisgarh,Central,Premium Lifestyle,Premium,Female,38,7029.08,38.57,4317.96,19,82041.24,Normal,Medium,High,36-45,High Discount,77723.28
ORD0009798,2023-12-31,Maharashtra,West,Electronics,Mass,Female,28,3923.28,45.25,2148.0,13,27924.0,Normal,Low,Low,26-35,High Discount,25776.0
ORD0009799,2023-12-31,Delhi NCR,North,Fashion,Mass,Male,23,3098.04,58.39,1289.09,51,65743.59,Normal,Medium,Low,18-25,High Discount,64454.5
ORD0009800,2023-12-31,West Bengal,East,Beauty & Personal Care,Mass,Female,19,1850.57,45.78,1003.38,49,49165.62,Normal,Low,Low,18-25,High Discount,48162.240000000005
ORD0009801,2023-12-31,Chhattisgarh,Central,Electronics,Mass,Female,63,10892.44,50.13,5432.06,24,130369.44,Festival,Medium,Low,,High Discount,124937.38
ORD0009802,2023-12-31,Haryana,North,Grocery Essentials,Premium,Female,20,207.38,36.02,132.68,11,1459.48,Festival,Medium,Low,18-25,High Discount,1326.8
ORD0009803,2023-12-31,Delhi NCR,North,Grocery Essentials,Mass,Male,37,402.95,50.79,198.29,16,3172.64,Normal,Medium,Low,36-45,High Discount,2974.35
ORD0009804,2023-12-31,Delhi NCR,North,Sports & Fitness,Mass,Female,19,1205.83,12.35,1056.91,8,8455.28,Normal,Medium,Low,18-25,Medium Discount,7398.370000000001
ORD0009805,2023-12-31,Telangana,South,Sports & Fitness,Premium,Male,23,4957.73,28.52,3543.79,73,258696.67,Festival,Medium,Low,18-25,High Discount,255152.88
ORD0009806,2023-12-31,Maharashtra,West,Home & Living,Mass,Female,32,5772.16,57.02,2480.87,72,178622.64,Festival,Low,Low,26-35,High Discount,176141.77000000002
ORD0009807,2023-12-31,Chhattisgarh,Central,Premium Lifestyle,Mass,Male,51,6091.42,65.0,2132.0,42,89544.0,Normal,Medium,High,46-60,High Discount,87412.0
ORD0009808,2023-12-31,Uttar Pradesh,North,Sports & Fitness,Mass,Male,33,1265.76,61.01,493.52,6,2961.12,Normal,Medium,High,26-35,High Discount,2467.6
ORD0009809,2023-12-31,West Bengal,East,Fashion,Premium,Male,47,2830.04,6.91,2634.48,10,26344.8,Normal,Medium,Low,46-60,Low Discount,23710.32
ORD0009810,2023-12-31,West Bengal,East,Sports & Fitness,Mass,Female,18,2680.72,51.28,1306.05,19,24814.95,Normal,High,Low,18-25,High Discount,23508.9
ORD0009811,2023-12-31,Delhi NCR,North,Electronics,Mass,Female,58,10639.99,34.97,6919.19,37,256010.03,Normal,Low,High,46-60,High Discount,249090.84
ORD0009812,2023-12-31,West Bengal,East,Fashion,Mass,Male,41,1853.44,35.59,1193.8,19,22682.2,Normal,Medium,Low,36-45,High Discount,21488.4
ORD0009813,2023-12-31,Chhattisgarh,Central,Sports & Fitness,Mass,Female,58,3603.02,48.83,1843.67,45,82965.15,Festival,High,Low,46-60,High Discount,81121.48
ORD0009814,2023-12-31,Gujarat,West,Premium Lifestyle,Mass,Male,52,13273.86,20.83,10508.91,4,42035.64,Normal,Medium,High,46-60,High Discount,31526.73
ORD0009815,2023-12-31,Chhattisgarh,Central,Footwear,Mass,Female,21,3312.94,33.29,2210.06,26,57461.56,Festival,Medium,Low,18-25,High Discount,55251.5
ORD0009816,2023-12-31,Kerala,South,Footwear,Premium,Female,31,713.01,6.93,663.6,18,11944.8,Normal,Medium,Low,26-35,Low Discount,11281.199999999999
ORD0009817,2023-12-31,Kerala,South,Premium Lifestyle,Mass,Male,54,5391.91,51.23,2629.63,23,60481.49,Normal,High,Low,46-60,High Discount,57851.86
ORD0009818,2023-12-31,Punjab,North,Home & Living,Mass,Male,20,5579.16,51.78,2690.27,68,182938.36,Festival,Medium,Low,18-25,High Discount,180248.09
ORD0009819,2023-12-31,Haryana,North,Electronics,Mass,Female,18,5867.44,37.49,3667.74,12,44012.88,Normal,Low,High,18-25,High Discount,40345.14
ORD0009820,2023-12-31,West Bengal,East,Home & Living,Premium,Male,38,3612.9,47.78,1886.66,36,67919.76,Normal,High,High,36-45,High Discount,66033.09999999999
ORD0009821,2023-12-31,Chhattisgarh,Central,Home & Living,Premium,Female,31,3492.13,34.54,2285.95,37,84580.15,Festival,Low,High,26-35,High Discount,82294.2
ORD0009822,2023-12-31,Chhattisgarh,Central,Footwear,Mass,Male,56,3923.68,12.74,3423.8,3,10271.4,Normal,Low,Low,46-60,Medium Discount,6847.599999999999
ORD0009823,2023-12-31,Punjab,North,Sports & Fitness,Mass,Female,65,4706.68,17.29,3892.9,26,101215.4,Normal,Low,Low,,Medium Discount,97322.5
ORD0009824,2023-12-31,Chhattisgarh,Central,Grocery Essentials,Mass,Female,42,703.12,57.41,299.46,35,10481.1,Festival,Low,High,36-45,High Discount,10181.640000000001
ORD0009825,2023-12-31,Gujarat,West,Home & Living,Mass,Female,26,2161.45,64.64,764.29,39,29807.31,Festival,Medium,Low,26-35,High Discount,29043.02
ORD0009826,2023-12-31,Kerala,South,Footwear,Mass,Male,27,1410.97,43.86,792.12,23,18218.76,Normal,Medium,High,26-35,High Discount,17426.64
ORD0009827,2023-12-31,Karnataka,South,Fashion,Mass,Male,18,2606.74,65.0,912.36,126,114957.36,Festival,High,High,18-25,High Discount,114045.0
ORD0009828,2023-12-31,Telangana,South,Premium Lifestyle,Mass,Female,52,4436.93,33.39,2955.44,32,94574.08,Normal,Medium,High,46-60,High Discount,91618.64
ORD0009829,2023-12-31,Maharashtra,West,Fashion,Premium,Male,31,3329.89,26.44,2449.47,24,58787.28,Normal,Medium,Low,26-35,High Discount,56337.81
ORD0009830,2023-12-31,Haryana,North,Sports & Fitness,Mass,Female,35,5395.97,43.32,3058.44,56,171272.64,Festival,Low,High,26-35,High Discount,168214.2
ORD0009831,2023-12-31,Chhattisgarh,Central,Premium Lifestyle,Mass,Female,45,8183.14,53.02,3844.44,13,49977.72,Normal,High,Low,36-45,High Discount,46133.28
ORD0009832,2023-12-31,Delhi NCR,North,Sports & Fitness,Mass,Male,32,1083.09,50.7,533.96,24,12815.04,Festival,High,Low,26-35,High Discount,12281.080000000002
ORD0009833,2023-12-31,Telangana,South,Fashion,Premium,Male,33,2956.61,42.16,1710.1,25,42752.5,Festival,High,Low,26-35,High Discount,41042.4
ORD0009834,2023-12-31,Kerala,South,Premium Lifestyle,Mass,Male,61,8959.72,64.08,3218.33,25,80458.25,Normal,Medium,Low,,High Discount,77239.92
ORD0009835,2023-12-31,Odisha,East,Home & Living,Mass,Male,53,4196.93,18.95,3401.61,10,34016.1,Normal,Medium,Low,46-60,Medium Discount,30614.489999999998
ORD0009836,2023-12-31,Tamil Nadu,South,Home & Living,Mass,Male,52,3616.89,37.2,2271.41,11,24985.51,Normal,Medium,High,46-60,High Discount,22714.1
ORD0009837,2023-12-31,Uttar Pradesh,North,Footwear,Mass,Female,49,4332.24,40.22,2589.81,18,46616.58,Normal,Low,Low,46-60,High Discount,44026.770000000004
ORD0009838,2023-12-31,Maharashtra,West,Beauty & Personal Care,Mass,Male,45,1414.5,62.93,524.36,39,20450.04,Festival,Medium,Low,36-45,High Discount,19925.68
ORD0009839,2023-12-31,Gujarat,West,Sports & Fitness,Premium,Male,47,3251.86,34.88,2117.61,11,23293.71,Festival,Medium,Low,46-60,High Discount,21176.1
ORD0009840,2023-12-31,Karnataka,South,Premium Lifestyle,Mass,Female,31,6873.41,43.2,3904.1,59,230341.9,Normal,Low,High,26-35,High Discount,226437.8
ORD0009841,2023-12-31,Gujarat,West,Beauty & Personal Care,Mass,Male,39,1056.23,15.05,897.27,29,26020.83,Normal,Medium,Low,36-45,Medium Discount,25123.56
ORD0009842,2023-12-31,Gujarat,West,Electronics,Mass,Male,35,4479.13,5.05,4252.93,14,59541.02,Normal,Low,Low,26-35,Low Discount,55288.09
ORD0009843,2023-12-31,Punjab,North,Footwear,Premium,Female,41,3489.86,11.6,3085.04,9,27765.36,Normal,Low,Low,36-45,Medium Discount,24680.32
ORD0009844,2023-12-31,Maharashtra,West,Sports & Fitness,Mass,Female,54,6626.44,55.86,2924.91,28,81897.48,Festival,Medium,Low,46-60,High Discount,78972.56999999999
ORD0009845,2023-12-31,Punjab,North,Electronics,Mass,Female,43,10522.38,45.06,5781.0,10,57810.0,Normal,Medium,High,36-45,High Discount,52029.0
ORD0009846,2023-12-31,Maharashtra,West,Electronics,Mass,Female,34,10836.3,24.27,8206.33,38,311840.54,Normal,Low,Low,26-35,High Discount,303634.20999999996
ORD0009847,2023-12-31,Gujarat,West,Grocery Essentials,Mass,Male,22,694.57,25.07,520.44,34,17694.96,Normal,Medium,Low,18-25,High Discount,17174.52
ORD0009848,2023-12-31,Karnataka,South,Grocery Essentials,Mass,Female,23,398.85,52.81,188.22,128,24092.16,Festival,Medium,Low,18-25,High Discount,23903.94
ORD0009849,2023-12-31,Chhattisgarh,Central,Fashion,Premium,Male,62,925.85,19.03,749.66,5,3748.3,Normal,Low,High,,Medium Discount,2998.6400000000003
ORD0009850,2023-12-31,Uttar Pradesh,North,Beauty & Personal Care,Premium,Female,18,605.03,22.54,468.66,4,1874.64,Normal,High,Low,18-25,High Discount,1405.98
ORD0009851,2023-12-31,Tamil Nadu,South,Fashion,Premium,Female,33,3633.99,23.79,2769.46,30,83083.8,Festival,Medium,High,26-35,High Discount,80314.34
ORD0009852,2023-12-31,Punjab,North,Home & Living,Mass,Male,28,3801.8,18.1,3113.67,25,77841.75,Normal,Medium,Low,26-35,Medium Discount,74728.08
ORD0009853,2023-12-31,Telangana,South,Home & Living,Premium,Male,54,2310.53,17.17,1913.81,5,9569.05,Normal,Low,Low,46-60,Medium Discount,7655.24
ORD0009854,2023-12-31,Haryana,North,Electronics,Mass,Male,35,11942.82,27.1,8706.32,14,121888.48,Normal,Medium,High,26-35,High Discount,113182.16
ORD0009855,2023-12-31,Karnataka,South,Grocery Essentials,Premium,Female,59,691.78,28.48,494.76,38,18800.88,Festival,Medium,Low,46-60,High Discount,18306.120000000003
ORD0009856,2023-12-31,Telangana,South,Premium Lifestyle,Mass,Female,27,4000.23,48.27,2069.32,44,91050.08,Normal,Medium,High,26-35,High Discount,88980.76
ORD0009857,2023-12-31,Kerala,South,Electronics,Premium,Female,43,4556.05,24.78,3427.06,11,37697.66,Normal,Low,High,36-45,High Discount,34270.600000000006
ORD0009858,2023-12-31,Tamil Nadu,South,Home & Living,Mass,Male,30,4027.76,36.98,2538.29,9,22844.61,Normal,Low,Low,26-35,High Discount,20306.32
ORD0009859,2023-12-31,Maharashtra,West,Footwear,Premium,Male,23,1271.33,26.23,937.86,52,48768.72,Normal,High,Low,18-25,High Discount,47830.86
ORD0009860,2023-12-31,Telangana,South,Grocery Essentials,Premium,Female,27,664.36,5.93,624.96,15,9374.4,Normal,Medium,Low,26-35,Low Discount,8749.439999999999
ORD0009861,2023-12-31,Telangana,South,Footwear,Mass,Female,48,946.59,28.82,673.78,44,29646.32,Festival,Low,Low,46-60,High Discount,28972.54
ORD0009862,2023-12-31,Uttar Pradesh,North,Footwear,Mass,Male,31,3053.02,39.93,1833.95,10,18339.5,Festival,High,High,26-35,High Discount,16505.55
ORD0009863,2023-12-31,Telangana,South,Electronics,Premium,Female,24,11237.23,11.74,9917.98,41,406637.18,Normal,High,Low,18-25,Medium Discount,396719.2
ORD0009864,2023-12-31,Telangana,South,Electronics,Premium,Male,47,4277.2,25.25,3197.21,15,47958.15,Normal,Medium,High,46-60,High Discount,44760.94
ORD0009865,2023-12-31,Haryana,North,Home & Living,Mass,Female,35,1420.46,64.68,501.71,17,8529.07,Normal,Medium,Low,26-35,High Discount,8027.36
ORD0009866,2023-12-31,Delhi NCR,North,Electronics,Premium,Female,33,6576.25,34.66,4296.92,43,184767.56,Festival,Medium,Low,26-35,High Discount,180470.63999999998
ORD0009867,2023-12-31,Madhya Pradesh,Central,Footwear,Mass,Male,23,2288.65,49.71,1150.96,11,12660.56,Festival,Low,Low,18-25,High Discount,11509.599999999999
ORD0009868,2023-12-31,Karnataka,South,Electronics,Mass,Female,19,11863.41,65.0,4152.19,50,207609.5,Festival,Medium,High,18-25,High Discount,203457.31
ORD0009869,2023-12-31,Kerala,South,Grocery Essentials,Mass,Female,30,403.63,47.45,212.11,41,8696.51,Normal,Low,Low,26-35,High Discount,8484.4
ORD0009870,2023-12-31,Gujarat,West,Fashion,Mass,Male,47,1306.89,27.62,945.93,21,19864.53,Normal,Medium,High,46-60,High Discount,18918.6
ORD0009871,2023-12-31,Gujarat,West,Sports & Fitness,Mass,Female,34,1263.99,63.41,462.49,18,8324.82,Normal,High,High,26-35,High Discount,7862.33
ORD0009872,2023-12-31,West Bengal,East,Beauty & Personal Care,Mass,Female,20,2247.61,16.47,1877.43,32,60077.76,Normal,Medium,Low,18-25,Medium Discount,58200.33
ORD0009873,2023-12-31,West Bengal,East,Home & Living,Premium,Female,33,2346.58,17.59,1933.82,22,42544.04,Festival,Medium,Low,26-35,Medium Discount,40610.22
ORD0009874,2023-12-31,West Bengal,East,Premium Lifestyle,Mass,Female,25,11523.54,29.51,8122.94,24,194950.56,Normal,Medium,Low,18-25,High Discount,186827.62
ORD0009875,2023-12-31,Madhya Pradesh,Central,Beauty & Personal Care,Mass,Female,30,761.62,29.63,535.95,30,16078.5,Normal,Medium,Low,26-35,High Discount,15542.55
ORD0009876,2023-12-31,Chhattisgarh,Central,Grocery Essentials,Mass,Female,26,550.63,27.95,396.73,11,4364.03,Normal,Medium,Low,26-35,High Discount,3967.2999999999997
ORD0009877,2023-12-31,Uttar Pradesh,North,Fashion,Mass,Female,54,3178.6,37.59,1983.76,21,41658.96,Normal,Low,Low,46-60,High Discount,39675.2
ORD0009878,2023-12-31,Kerala,South,Sports & Fitness,Premium,Male,26,5328.89,21.73,4170.92,10,41709.2,Normal,High,Low,26-35,High Discount,37538.28
ORD0009879,2023-12-31,Punjab,North,Premium Lifestyle,Premium,Female,27,13048.97,24.42,9862.41,16,157798.56,Normal,Low,Low,26-35,High Discount,147936.15
ORD0009880,2023-12-31,Gujarat,West,Premium Lifestyle,Mass,Female,20,10779.14,49.24,5471.49,12,65657.88,Normal,Low,Low,18-25,High Discount,60186.39000000001
ORD0009881,2023-12-31,Maharashtra,West,Fashion,Mass,Female,18,1863.84,15.89,1567.68,31,48598.08,Normal,Low,Low,18-25,Medium Discount,47030.4
ORD0009882,2023-12-31,Tamil Nadu,South,Fashion,Mass,Male,34,3112.86,23.12,2393.17,35,83760.95,Normal,High,Low,26-35,High Discount,81367.78
ORD0009883,2023-12-31,Odisha,East,Beauty & Personal Care,Mass,Female,36,507.13,43.58,286.12,38,10872.56,Festival,Low,Low,36-45,High Discount,10586.439999999999
ORD0009884,2023-12-31,Maharashtra,West,Sports & Fitness,Premium,Male,29,4900.2,32.1,3327.24,33,109798.92,Normal,High,Low,26-35,High Discount,106471.68
ORD0009885,2023-12-31,Maharashtra,West,Fashion,Mass,Female,28,624.29,65.0,218.5,21,4588.5,Festival,Medium,High,26-35,High Discount,4370.0
ORD0009886,2023-12-31,Gujarat,West,Electronics,Mass,Male,47,8988.48,23.15,6907.65,34,234860.1,Normal,Medium,Low,46-60,High Discount,227952.45
ORD0009887,2023-12-31,Punjab,North,Sports & Fitness,Mass,Male,25,3710.06,40.37,2212.31,20,44246.2,Normal,Low,High,18-25,High Discount,42033.89
ORD0009888,2023-12-31,Haryana,North,Sports & Fitness,Mass,Male,45,3777.84,65.0,1322.24,37,48922.88,Normal,High,Low,36-45,High Discount,47600.64
ORD0009889,2023-12-31,Odisha,East,Electronics,Premium,Female,27,11566.27,19.52,9308.53,3,27925.59,Normal,Medium,Low,26-35,Medium Discount,18617.059999999998
ORD0009890,2023-12-31,Madhya Pradesh,Central,Fashion,Mass,Male,39,2068.82,57.68,875.52,7,6128.64,Normal,Medium,Low,36-45,High Discount,5253.120000000001
ORD0009891,2023-12-31,Haryana,North,Footwear,Mass,Female,21,1601.49,65.0,560.52,68,38115.36,Festival,Medium,High,18-25,High Discount,37554.840000000004
ORD0009892,2023-12-31,Madhya Pradesh,Central,Footwear,Mass,Male,19,2566.92,60.62,1010.85,17,17184.45,Festival,Low,High,18-25,High Discount,16173.6
ORD0009893,2023-12-31,Odisha,East,Home & Living,Mass,Male,54,2523.48,47.2,1332.4,5,6662.0,Normal,High,Low,46-60,High Discount,5329.6
ORD0009894,2023-12-31,Chhattisgarh,Central,Sports & Fitness,Mass,Female,24,2910.04,57.84,1226.87,51,62570.37,Normal,High,Low,18-25,High Discount,61343.5
ORD0009895,2023-12-31,Uttar Pradesh,North,Sports & Fitness,Mass,Male,33,6307.19,50.52,3120.8,11,34328.8,Normal,Low,Low,26-35,High Discount,31208.000000000004
ORD0009896,2023-12-31,Karnataka,South,Sports & Fitness,Mass,Male,57,6350.42,46.63,3389.22,45,152514.9,Normal,High,Low,46-60,High Discount,149125.68
ORD0009897,2023-12-31,Madhya Pradesh,Central,Electronics,Mass,Female,50,8014.56,65.0,2805.1,22,61712.2,Normal,High,High,46-60,High Discount,58907.1
ORD0009898,2023-12-31,Uttar Pradesh,North,Fashion,Mass,Male,64,1640.29,54.83,740.92,11,8150.12,Normal,Medium,Low,,High Discount,7409.2
ORD0009899,2023-12-31,Odisha,East,Electronics,Premium,Male,31,9845.27,33.71,6526.43,26,169687.18,Normal,Medium,Low,26-35,High Discount,163160.75
ORD0009900,2023-12-31,Kerala,South,Fashion,Mass,Male,26,3721.52,43.58,2099.68,48,100784.64,Normal,Low,Low,26-35,High Discount,98684.96
ORD0009901,2023-12-31,Tamil Nadu,South,Electronics,Premium,Female,20,7572.72,14.69,6460.29,25,161507.25,Normal,High,Low,18-25,Medium Discount,155046.96
ORD0009902,2023-12-31,Gujarat,West,Electronics,Mass,Male,36,6034.88,46.42,3233.49,43,139040.07,Normal,Medium,High,36-45,High Discount,135806.58000000002
ORD0009903,2023-12-31,Karnataka,South,Grocery Essentials,Mass,Female,60,378.41,47.85,197.34,14,2762.76,Festival,High,High,46-60,High Discount,2565.42
ORD0009904,2023-12-31,Maharashtra,West,Grocery Essentials,Premium,Male,48,496.13,14.26,425.38,33,14037.54,Normal,Medium,High,46-60,Medium Discount,13612.160000000002
ORD0009905,2023-12-31,Haryana,North,Beauty & Personal Care,Mass,Female,58,2454.16,27.62,1776.32,8,14210.56,Normal,Medium,High,46-60,High Discount,12434.24
ORD0009906,2023-12-31,Delhi NCR,North,Sports & Fitness,Mass,Male,41,5883.88,36.08,3760.98,20,75219.6,Normal,Medium,Low,36-45,High Discount,71458.62000000001
ORD0009907,2023-12-31,Tamil Nadu,South,Sports & Fitness,Premium,Male,25,5521.68,25.66,4104.82,38,155983.16,Normal,High,Low,18-25,High Discount,151878.34
ORD0009908,2023-12-31,Punjab,North,Fashion,Mass,Female,53,970.76,61.86,370.25,48,17772.0,Normal,Medium,High,46-60,High Discount,17401.75
ORD0009909,2023-12-31,West Bengal,East,Fashion,Mass,Male,65,1044.29,44.27,581.98,23,13385.54,Normal,Medium,Low,,High Discount,12803.560000000001
ORD0009910,2023-12-31,Uttar Pradesh,North,Grocery Essentials,Premium,Female,24,413.44,6.83,385.2,8,3081.6,Normal,Low,Low,18-25,Low Discount,2696.4
ORD0009911,2023-12-31,Uttar Pradesh,North,Electronics,Mass,Male,23,3002.17,48.33,1551.22,39,60497.58,Normal,Medium,Low,18-25,High Discount,58946.36
ORD0009912,2023-12-31,Tamil Nadu,South,Electronics,Mass,Female,40,5689.16,50.17,2834.91,28,79377.48,Normal,Medium,Low,36-45,High Discount,76542.56999999999
ORD0009913,2023-12-31,Telangana,South,Fashion,Mass,Female,63,2256.37,56.42,983.33,17,16716.61,Normal,Medium,High,,High Discount,15733.28
ORD0009914,2023-12-31,Chhattisgarh,Central,Footwear,Premium,Female,59,642.83,20.5,511.05,5,2555.25,Normal,Low,High,46-60,High Discount,2044.2
ORD0009915,2023-12-31,Chhattisgarh,Central,Fashion,Mass,Male,47,3317.44,39.31,2013.35,33,66440.55,Normal,Medium,Low,46-60,High Discount,64427.200000000004
ORD0009916,2023-12-31,Tamil Nadu,South,Beauty & Personal Care,Mass,Female,23,689.21,44.5,382.51,62,23715.62,Normal,Medium,Low,18-25,High Discount,23333.11
ORD0009917,2023-12-31,Telangana,South,Fashion,Mass,Male,21,3583.22,20.95,2832.54,46,130296.84,Normal,Medium,Low,18-25,High Discount,127464.3
ORD0009918,2023-12-31,Chhattisgarh,Central,Footwear,Mass,Female,43,3191.72,53.92,1470.74,10,14707.4,Normal,Low,Low,36-45,High Discount,13236.66
ORD0009919,2023-12-31,Madhya Pradesh,Central,Fashion,Mass,Female,34,2570.48,53.49,1195.53,67,80100.51,Festival,Low,Low,26-35,High Discount,78904.98
ORD0009920,2023-12-31,Delhi NCR,North,Electronics,Premium,Male,28,9636.12,12.63,8419.08,19,159962.52,Normal,Medium,Low,26-35,Medium Discount,151543.44
ORD0009921,2023-12-31,Haryana,North,Electronics,Mass,Female,25,9353.46,53.13,4383.97,66,289342.02,Festival,Medium,Low,18-25,High Discount,284958.05000000005
ORD0009922,2023-12-31,Odisha,East,Premium Lifestyle,Mass,Male,33,14341.3,33.27,9569.95,5,47849.75,Normal,Low,Low,26-35,High Discount,38279.8
ORD0009923,2023-12-31,Chhattisgarh,Central,Sports & Fitness,Mass,Male,38,1604.74,65.0,561.66,45,25274.7,Normal,High,High,36-45,High Discount,24713.04
ORD0009924,2023-12-31,Odisha,East,Sports & Fitness,Mass,Male,59,4964.94,18.8,4031.53,11,44346.83,Normal,Medium,High,46-60,Medium Discount,40315.3
ORD0009925,2023-12-31,West Bengal,East,Grocery Essentials,Mass,Female,42,507.04,65.0,177.46,23,4081.58,Festival,High,High,36-45,High Discount,3904.12
ORD0009926,2023-12-31,Punjab,North,Premium Lifestyle,Premium,Male,18,12057.1,23.25,9253.82,77,712544.14,Festival,Low,Low,18-25,High Discount,703290.3200000001
ORD0009927,2023-12-31,Haryana,North,Premium Lifestyle,Mass,Male,50,10854.76,42.84,6204.58,9,55841.22,Normal,Medium,Low,46-60,High Discount,49636.64
ORD0009928,2023-12-31,Delhi NCR,North,Grocery Essentials,Mass,Female,59,470.36,32.53,317.35,34,10789.9,Normal,Low,High,46-60,High Discount,10472.55
ORD0009929,2023-12-31,Delhi NCR,North,Premium Lifestyle,Mass,Female,48,12648.57,54.72,5727.27,60,343636.2,Festival,High,Low,46-60,High Discount,337908.93
ORD0009930,2023-12-31,Maharashtra,West,Footwear,Mass,Female,20,2089.93,56.62,906.61,18,16318.98,Normal,High,Low,18-25,High Discount,15412.369999999999
ORD0009931,2023-12-31,Madhya Pradesh,Central,Premium Lifestyle,Premium,Female,35,12248.2,42.35,7061.09,38,268321.42,Normal,High,Low,26-35,High Discount,261260.33
ORD0009932,2023-12-31,Telangana,South,Footwear,Mass,Male,37,1412.65,26.95,1031.94,40,41277.6,Normal,Medium,Low,36-45,High Discount,40245.659999999996
ORD0009933,2023-12-31,Karnataka,South,Home & Living,Mass,Male,65,4078.21,54.8,1843.35,37,68203.95,Festival,Medium,Low,,High Discount,66360.59999999999
ORD0009934,2023-12-31,Haryana,North,Footwear,Mass,Female,53,2289.39,56.67,991.99,8,7935.92,Normal,Medium,High,46-60,High Discount,6943.93
ORD0009935,2023-12-31,Gujarat,West,Home & Living,Premium,Female,21,1592.35,35.19,1032.0,29,29928.0,Normal,Medium,Low,18-25,High Discount,28896.0
ORD0009936,2023-12-31,Kerala,South,Footwear,Mass,Male,65,3822.66,39.14,2326.47,38,88405.86,Normal,High,High,,High Discount,86079.39
ORD0009937,2023-12-31,Karnataka,South,Footwear,Mass,Female,25,4098.46,42.43,2359.48,98,231229.04,Festival,Medium,Low,18-25,High Discount,228869.56
ORD0009938,2023-12-31,Punjab,North,Beauty & Personal Care,Mass,Female,21,506.62,59.97,202.8,59,11965.2,Normal,Low,Low,18-25,High Discount,11762.400000000001
ORD0009939,2023-12-31,Delhi NCR,North,Beauty & Personal Care,Premium,Male,40,2105.53,32.06,1430.5,38,54359.0,Festival,High,High,36-45,High Discount,52928.5
ORD0009940,2023-12-31,Delhi NCR,North,Sports & Fitness,Mass,Female,35,3336.71,41.83,1940.96,22,42701.12,Normal,Low,Low,26-35,High Discount,40760.16
ORD0009941,2023-12-31,Madhya Pradesh,Central,Beauty & Personal Care,Mass,Female,53,2294.22,39.93,1378.14,46,63394.44,Festival,Medium,High,46-60,High Discount,62016.3
ORD0009942,2023-12-31,Odisha,East,Beauty & Personal Care,Mass,Male,42,960.59,63.19,353.59,16,5657.44,Normal,Medium,Low,36-45,High Discount,5303.849999999999
ORD0009943,2023-12-31,Kerala,South,Electronics,Mass,Male,33,11846.04,53.84,5468.13,52,284342.76,Normal,Medium,Low,26-35,High Discount,278874.63
ORD0009944,2023-12-31,Madhya Pradesh,Central,Footwear,Mass,Male,47,3552.22,49.88,1780.37,26,46289.62,Normal,Medium,Low,46-60,High Discount,44509.25
ORD0009945,2023-12-31,Uttar Pradesh,North,Premium Lifestyle,Premium,Female,34,7604.58,21.04,6004.58,7,42032.06,Normal,High,Low,26-35,High Discount,36027.479999999996
ORD0009946,2023-12-31,Madhya Pradesh,Central,Grocery Essentials,Mass,Male,41,295.75,29.53,208.42,19,3959.98,Normal,Medium,Low,36-45,High Discount,3751.56
ORD0009947,2023-12-31,Chhattisgarh,Central,Home & Living,Mass,Female,26,2862.56,19.08,2316.38,21,48643.98,Festival,Low,Low,26-35,Medium Discount,46327.600000000006
ORD0009948,2023-12-31,Delhi NCR,North,Premium Lifestyle,Mass,Male,54,6766.51,54.14,3103.12,56,173774.72,Normal,Medium,Low,46-60,High Discount,170671.6
ORD0009949,2023-12-31,Chhattisgarh,Central,Electronics,Mass,Female,58,6015.11,58.34,2505.89,57,142835.73,Festival,Medium,Low,46-60,High Discount,140329.84
ORD0009950,2023-12-31,Karnataka,South,Premium Lifestyle,Mass,Male,44,11845.63,30.31,8255.22,13,107317.86,Normal,Medium,Low,36-45,High Discount,99062.64
ORD0009951,2023-12-31,Tamil Nadu,South,Home & Living,Mass,Male,23,3991.75,31.98,2715.19,10,27151.9,Normal,Low,Low,18-25,High Discount,24436.710000000003
ORD0009952,2023-12-31,Gujarat,West,Beauty & Personal Care,Premium,Female,32,1533.18,41.13,902.58,50,45129.0,Normal,Medium,High,26-35,High Discount,44226.42
ORD0009953,2023-12-31,Karnataka,South,Footwear,Mass,Female,44,4668.64,63.66,1696.58,55,93311.9,Normal,Medium,High,36-45,High Discount,91615.31999999999
ORD0009954,2023-12-31,Telangana,South,Footwear,Mass,Male,54,1573.47,36.23,1003.4,35,35119.0,Normal,High,Low,46-60,High Discount,34115.6
ORD0009955,2023-12-31,Maharashtra,West,Home & Living,Mass,Female,33,1486.11,33.97,981.28,81,79483.68,Festival,Medium,Low,26-35,High Discount,78502.4
ORD0009956,2023-12-31,Haryana,North,Home & Living,Mass,Female,36,3914.02,65.0,1369.91,54,73975.14,Normal,High,Low,36-45,High Discount,72605.23
ORD0009957,2023-12-31,Maharashtra,West,Grocery Essentials,Premium,Male,29,323.09,30.74,223.77,81,18125.37,Festival,High,High,26-35,High Discount,17901.6
ORD0009958,2023-12-31,Maharashtra,West,Footwear,Premium,Female,22,848.22,36.43,539.21,100,53921.0,Festival,High,High,18-25,High Discount,53381.79
ORD0009959,2023-12-31,Punjab,North,Premium Lifestyle,Mass,Male,21,5356.45,24.17,4061.8,51,207151.8,Normal,Medium,Low,18-25,High Discount,203090.0
